Title,Ingredients,Steps
Semur Telor Simpel,7 butir telur ayam--Cabai merah (iris serong)--1/2 sdm gula merah--secukupnya Air--secukupnya Garam--secukupnya Kecap manis--Bumbu halus :--6 siung bawang merah--3 siung bawang putih--2 butir kemiri--1/4 sdt merica--,"Ceplok telur satu persatu (telor nya mau direbus juga boleh)--Panaskan sedikit minyak, tumis bumbu halus dan cabai merah hingga harum--Beri sedikit air, masukan telor ceplok tambahkan kecap manis, garam dan gula merah--Tunggu air sedikit menyusut koreksi rasa dan sajikan--"
Cah Buncis Telur,Buncis secukupnya (iris serong)--2 butir telur (kocok lepas)--Bumbu (iris) :--Cabe merah--Cabe hijau besar--1 siung bawang putih--3 butir bawang merah--Bawang bombay--secukupnya Garam--secukupnya Gula pasir--secukupnya Bubuk kaldu--,Panaskan sedikit minyak tumis bumbu sampe layu dan harum--Masukkan kocokan telur lalu orak arik. Setelah itu masukkan buncis tambahkan sedikit air--Tambahkan bumbu2 penyedapnya. Cek rasa lalu angkat😁--
Orek buncis + telor,10 batang buncis--1 butir telor (kocok lepas)--2 buah baso--Bahan-bahan :--2 siung bawang merah--2 siung bawang putih--2 cabe rawit--,"Belah buncis menjadi 2 dan potong setelahnya. Kemudian cuci bersih. Potong baso tipis2. Kocok lepas telor.--Tumis bumbu halus sampai harum kemudian masukkan buncis,baso. Pinggirkan buncis dan baso, masukkan telor orek2.setelah itu campur semua bahan tadi, tambahin air sedikit. Masak sampai matang dan sajikan--"
Telor dadar terigu,"1 butir telur (aku pakek telur ayam)--1 sdm munjung terigu--1 sdm aja sagu--1 1/2 sdm margarin--1 siung bawang merah--1 siung bawang putih--2 buah cabe rawit/cabe merah (opsional)--Secukupnya bawang bombay--1/2 sdt merica (boleh bubuk boleh butir)--1 sdt penuh penyedap rasa/garam(aku dua2nya, garam nya dikit aj)--Sedikit minyak wijen--Secukupnya air hangat--","Cairkan terigu dan sagu dengan air hangat hingga encer--Potong bawang, cabe dkk--Campurkan semua bahan jadi 1, biarkan bawang dkk mentah(gak usah ditumis biar wangi)--Setelah itu, panaskan wajan dengan margarin hingga hilang kreces-kreces nya, lalu goreng adonan dengan api yang sedang cenderung besar biar hasil nya wangi, tapi jgn sampai gosong.--Bolak balik sesekali biar matang luar dalam, jika sudah agak keluar asap, angkat.--Telor dadar siap dinikmati, wangi bawang dan cabai mentah nya enak bgt 😍--"
Tahu telor malang sederhana,2 buah telor ayam--2 potong tahu putih--1 genggam daun bawang muda--1 genggam tauge--👉 bumbu kacang--1 genggam kacang tanah yg sdh digoreng--2 siung bawang putih goreng--3 buah cabe rawit--1/2 sdt terasi--secukupnya kecap--,"Kocok telur dalam wadah. beri garam dan lada sedikit. masukan tahu putih yg sdh dihancurkan. boleh juga dipotong2 kotak biasa. tambahkan daun bawang. dadar melebar sampai matang--Ulek cabe, bawang putih, dan terasi. tambahkan kacang tanah. ulek sampe halus.sesekali ditambah air supaya agak encer. terakhir masukkan kecap. tes rasa, klo dirasa kurang kecap, tambahin lagi.--Cara penyajian : nasi diatas piring, tarus tahubtelur diatasnya. siram dengan bumbu kacang. kemudian taburi dengan tauge yg sdh direbus setengah matang. taburi sledri dan bawang goreng--"
Kari tahu dan telur,Tahu 6/7buah (potong 2 mnjd segitiga)/sesuai selera--4 buah Telur--2 buah Kara--secukupnya Bumbu kari indofood--2 lembar daun salam--1 Sereh--1/2 jempol Laja(laos)--2 lembar daun jeruk--1 sdt gula--2 sdt garam--Bumbu halus:--1 kemiri--3 bawang putih--2 cm kunyit--7 bawang merah--2 cabe merah besar (sesuai selera)--8 Cabe rawit (sesuai selera)--,"Rebus telur hingga matang lalu kupas sisihkan--Goreng tahu hingga matang, sisihkan--Tumis (bumbu halus, salam, sereh, laos, daun jeruk) hingga aroma wanginya tercium. Sisihkan--Didihkan air di panci, lalu masukan tumisan yg tadi--Masukan tahu dan telur ke dalam panci--Masukkan kara dan bumbu indofood aduk hingga merata--Masukkan gula dan garam--Koreksi--Kari tahu dan telur siap disajikan 😊--"
Telor ceplok asam jawa,3 buah telur;boleh lebih--1 buah tomat--3 buah bawang putih--3 buah bawang merah--3 btg cabe--Daun bawang--3 sdm air asam jawa--secukupnya Garam gula dan penyedap--,"Ceplok telor sampai garing,sisihkan--Tumis duo bawang dan cabe sampai harum kemudian masukan air asam jawa, tambahkan garam gula dan penyedap rasa koreksi rasa--Masukan tomat dan telor, sajikan dengan taburan daun bawang--"
Orek tempe manis pedas super simple,Tempe (saya beli 3000 saja)--3 buah cabe gendot--3 buah cabe keriting--3 buah cabe rawit merah--2 siung bawang merah--1 siung bawang putih--Kecap--Saus tiram--Saus tomat--Kaldu bubuk--Garam--Gula--,"Potong2 tempe sesuai selera lalu goreng sebentar.--Tumis duo bawang dan semua cabe (cabe bisa sesuai selera ya pedesnya suka segimana) sampai harum. Masukkan tempe, kecap, saus tiram, saus tomat, kaldu bubuk, gulgar, dan tambahkan air satu gelas belimbing. Aduk2 dan tutup wajan.--Saat air sudah menyusut dan kuah kecap mengental. Cek rasa. Klo sudah oke. Matikan api. Sajikan. (Klo aku suka airnya sedikit sekali 😋). Selamat mencoba !--"
Penyet Tempe Sambel Korek Kemangi,2 buah tempe--1 genggam Daun kemangi--15 cabe rawit--2 siung bawang putih--Gula--Garam--,"Iris tempe jd beberapa potong, bumbui dg bawang putih dan garam. Goreng sampai kering--Ulek cabe rawit dan 1 siung bawang putih ukuran besar tambah gula garam sesuai selera--Setelah halus tuang minyak goreng panas bekas goreng tempe td--Penyet tempe diatas sambel dan beri daun kemangi--Tempe penyet siap disantap 😋😋😋--"
Nugget tempe,"1 papan tempe dihaluskan(saya kukus dlu)--1 buah wortel (parut kasar)--2 batang daun bawang (di iris kasar)--1 butir telur--3 butir bawang merah (di iris lalu di goreng)--3 butir bawang putih (di haluskan)--5 sdm tepung terigu--Secukupnya garam,lada & penyedap rasa--secukupnya Tepung panir--secukupnya Minyak goreng--","Campur tempe,wortel,daun bawang & bumbu yg sudah dihaluskan,beri garam,lada & penyedap rasa,tes rasa lalu masukkan telur--Bentuk adonan sesuai selera lalu gulingkan di tepung panir--Goreng hingga matang--Sajikan dengan saos sambal--"
Tempe tepung sajiku,1 potong tempe 3000--1 bngkus sajiku tepung serbaguna--secukupnya Air--Minyak untuk manggoreng--,Potong tempe tipis2--Tuang tepung lalu beri air secukupnya--Panaskan minyak tunggu sampai panas--Masukan satu persatu--Tempe kedalam tepung sampai adonan habis--Angkat tiriskan dan sajikan dengan cabe rawit--
Orek tempe basah bumbu ulek (recook),"1 papan tempe, potong sesuai selera (sy 1/2 papan tempe+4 tahu)--3 cabe ijo, iris (sy lombok merah utuh)--Secukupnya kecap manis--Secukupnya gula, garam, penyedap (sy garam aja)--Secukupnya air--Bumbu halus:--5 butir bawang merah--2 siung bawang putih--1/2 buah tomat--3 cabe merah keriting/cabe rawit (sy skip)--2 butir kemiri--1/4 sdt ketumbar--","Goreng tempe setengah matang, angkat, tiriskan dan sisihkan.--Panaskan secukupnya minyak, tumis bumbu sampai layu dan harum. Tambahkan air, biarkan mendidih. Tambahkan kecap, lombok dan garam, aduk rata. Tambahkan tempe, aduk rata. Koreksi rasa. Angkat.--Siap disajikan.--"
Perkedel Tempe,"1/2 potong papan tempe (haluskan dgn sedikit air)--bumbu halus: ulek kasar--6 siung bawang merah--2 siung bawang putih--2 cabai rawit--1 sdt ketumbar bubuk--secukupnya garam, ebi--1/2 bungkus tepung racik bakwan--","Campurkan adonan tempe basah dengan bumbu halus, aduk rata--Panaskan wajan dgn minyak, tuang adonan per 1 sendok makan sampai adonan habis--Goreng adonan sampai berwarna kekuningan--"
Nugget Tempe Simple,"1 papan tempe--1 buah wortel--1 butir telur (kocok lepas)--5 siung bawang merah--2 siung bawang putih--2 batang daun bawang--1 sdt garam--Secukupnya: tepung terigu, merica, tepung roti & kaldu bubuk--","Haluskan bawang merah, bawang putih, merica, garam & kaldu bubuk. Tambahkan tempe, uleg sampai lembut--Potong2 daun bawang & parut wortel menggunakan parutan keju, siapkan baskom--Masukkan semua bahan dalam baskom kecuali telur & tepung roti. Tambahkan air & terigu, aduk rata. Masukkan dalam loyang & kukus selama 30 menit--Angkat, setelah dingin potong2 sesuai selera, celupkan dalam telur & gulingkan dalam tepung roti, simpan dalam freezer 30 menit. Lalu goreng. 🍱--"
Sarden ikan pindang tempe pedas adam manis,2 ikan pindang ukuran sedang/besar--1 papan tempe kecil iris serong--2 buah cabe keriting--6 cabe rawit--2 siung bawang putih iris--4 siung bawang merah iris--1 sachet saos pedas (saya merk ABC)--1 sdm saos tomat--2 sdt garam (sesuai selera)--1 sdm gula--2 tangkai daun bawang--1 ruas jahe--1 ruas lengkuas--1 lembar daun salam--1 buah tomat--,"Goreng ikan pindang yg sudah diberaihkan durinya dan tempe. Lalu sisihkan--Tumis irisan baput, bamer,cabe, tomat hingga agak layu--Tambahkan air hingga hampir mendidih tambahkan saos tomat,saos pedas,gula,garam--Masukkan tempe dan ikan oindang yg sudah digoreng sebelumnya.--Tes rasa dan tunggu hingga dirasa sudah cukup. Lalu sajikan--"
Tempe Isi Kekinian,1 papan tempe bulat--1/4 tepung terigu--Garam--Gula--Merica--Ketumbar bubuk--Daun bawang--⤵ Isian tempe--5 buah cabe merah--10 buah cabe hijau--3 buah bawang merah--2 buah bawang putih--,"Potong tempe lalu buat lubang di tengah untuk isiannya--Ulek cabe,bawang sampai kasar atau halus sesuai selera--Siapkan tepung,merica,daun bawang diiris, garam dan aduk sampai rata. Lalu beri air secukupnya--Masukan hasil ulekan bawang dan cabe kedalam tempe yang sudah dilubangi.--Masukan tempe kedalam adonan terigu.--Panaskan minyak lalu goreng tempe sampai kecoklatan. Lalu tiriskan, tempe pun siap disajikan bersama nasi hangat atau jadi cemilan.--"
Sayur Lodeh Tempe Semangit (Bumbu Ulek),"1 buah labu siam, potong tipis--1 buah terong ungu, potong kecil--1 ikat kacang panjang, potong-potong--1 papan tempe semangit, potong kasar--1 bungkus santan kara cair--3 lembar daun salam--1 ruas lengkuas, geprek--1.5 sdm ebi, seduh, tiriskan--2 buah gula jawa, sisir halus--Sesuai selera garam dan gula--Bumbu Halus:--5 siung bawang merah--2 siung bawang putih--3 buah cabe merah--","Tumis ebi hingga setengah kering. Masukkan bumbu halus. Tumis hingga harum. Tambahkan daun salam dan lengkuas.--Masukkan air sesuai selera. Tambahkan santan cair. Masukkan gula jawa, garam, dan gula pasir. Aduk rata.--Setelah setengah mendidih masukkan kacang panjang dan labu siam. Setelah setengah empuk, masukkan terong dan tempe semangit. Biarkan hingga mendidih.--Matikan api setelah didapat kematangan yg diinginkan. Jangan lupa koreksi rasa. Sajikan dengan nasi hangat, sambal terasi, dan empal daging.--"
Tempe mendoan,8 ptg tempe mendoan--10 sdm Tepung terigu -+--3 Bawang putih--sndk teh Merica stg--sndk teh Ketumbar stng--Garam sckupnya--2 batang Daun bawang--Air kira2--,"Campurkan tepung terigu dengan air--Masukkan daun bawang iris--Masukkan bawang putih yang dihaluskan, merica bubuk, garam, ketumbar bubuk--Goreng setengah matang.--"
Bacem tempe mentega,2 buah tempe ukuran sedang--Bumbu bumbu:--4 butir bawang merah--4 siung bawang putih--Sedikit ketumbar--2 Biji gula jawa--2 sm mentega--3 sm kecap manis sedang--sesuai selera Penyedap rasa--secukupnya Garam--2 lbr daun salam--1 cm laos--600 ml air--,"Tempe di potong sesuai selera--Haluskan Bawang merah, bawang putih dan ketumbar.--Siapkan wajan, taruh tempe yang sudah dipotong, bumbu halus, gula Jawa, kecap, garam, penyedap rasa, daun salam dan lengkuas, tambahkan air, kemudian tutup dan rebus dengan api sedang--Setelah air rebusan tinggal separo, dibolak balik agar bumbu merata dan koreksi rasa.--Setelah air hampir habis masukkan mentega, sambil di bolak balik agar bumbu merata dan tidak gosong--Setelah air habis, matikan kompor--Bacem tempe siap di sajikan--Selamat mencoba dan terima kasih.--"
Tempe goreng segitiga,Tempe secukupnya lalu potong bentuk segitiga--1 sdm tepung ayam (merk apa saja)--1 sdt baking powder--Bumbu halus--3 siung bawang merah--4 siung bawang putih--Sedikit kemiri--iris Daun bawang--Sedikit kunyit bubuk--Secukupnya garam dan penyedap rasa--,"Campur bumbu halus dengan air, tepung terigu, tepung ayam, baking powder dan kunyit bubuk, aduk sampai rata--Beri secukupnya garam,penyedap rasa dan irisan daun bawang. Untuk adonan tidak terlalu encer yaa--Panas kan minyak, lalu goreng hingga berwarna kecoklatan--Sajikan dengan saus sambal😊--"
Tempe Goreng Tepung,1/4 Tempe--Terigu--Ketumbar Bubuk--Garam--Masako Ayam--1 lembar Daun Bawang--,"Potong - potong tempe dahulu dan daun bawang.--Siapkan adonan, masukan terigu, garam secukupnya, ketumbar bubuk secukupnya, dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit)--Siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang)--Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌--"
Tumis Tempe Jamur,"Secukupnya tempe, potong dadu--Secukupnya jamur kuping, iris iris--Secukupnya jamur enoki--4 bh cabai rawit--2 bh cabai merah--1/2 bh tomat hijau--","Cincang bawang putih dan bawang merah, iris tipis2 cabai, sisihkan--Cuci bersih jamur, lalu potong2 sesuai selera, sisihkan--Potong dadu tempe, atau sesuai selera ya--Tumis bawang sampai harum, setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya--Masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya.--Tunggu hingga beberapa menit kemudian sajikan😊--"
Tumis Kacang Panjang Tempe,"1/2 ikat kacang panjang (potong lalu cuci bersih)--2 papan tempe ukuran sedang (potong,lalu goreng sebentar)--Tomat (iris)--Gula (secukupnya)--Garam (secukupnya)--Minyak goreng (secukupnya)--2 sdm ikan teri (cuci bersih)--Bumbu iris :--1 buah bawang bombay--2 siung bawang merah--4 siung bawang putih--15 buah cabe rawit (bisa dikurangi sesuai selera)--5 buah cabe merah kriting--","Panaskan minyak lalu tumis bumbu iris sampai layu--Lalu masukkan kacang panjang aduk rata--Masukkan tempe,tomat,gula,dan garam. Cicipi sampai rasanya pas dan sesuai selera. Masak sampai matang dan bumbu meresap. Angkat lalu sajikan--"
Tempe Selimut Simple,"Tempe Rp 2000,---Daun bawang Rp 500,---Tepung racik tempe goreng--Tempung maizena--sedikit Air--Garam--","Bikin adonannya terlebih dahulu, siapkan air di mangkok. Lalu masukkan tepung maizena, tepung racik tempe goreng jd satu. Jgn begitu kental, jgn begitu lembek. Jgn lupa kasih garam.. Cicipi rasanya sdh pas atau blm--Kalau sudah tercampur, cuci daun bawang lalu potong kecil2 dan masukkan ke dalam campuran tepung td.--Potong tempe sesuai selera. Masukkan tempe ke dalam adonan bumbu td..--Goreng hingga warna sedikit ke coklatan--Selamat mencoba--"
Kering Tempe,1 papan tempe--Bumbu :--12 siung bawang merah--7 siung bawang putih--1 jempol jahe--10 buah cabai rawit--2 buah cabai keriting--2 buah cabai merah besar--1 blok gula merah--,"Tempe potong korek api. Goreng sampai kering. Tiriskan--Haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. Iris serong cabai merah besar (buang bijinya). Tumis sampai harum--Sisir gula merah. Kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. Tambahkan garam, merica. Tumis lagi dan cek rasa--Masukkan tempe kering. Tambahkan 1 gelas air. Aduk2 dan biarkan air menyusut. Angkat dan siap dihidangkan--"
Tempe kecap pedas manis,1 kotak tempe ukuran kecil (iris dadu)--1 siung bawang putih--1 siung bawang merah--10 cabe rawit (harusnya cabe hijau) iris bulet--1 butir kemiri--1 ruas jahe--Garam--Sepucuk sdm maizena--1/2 gelas Air--Kecap--Minyak--,"Haluskan kemiri, garam dan geprek jahe. Larutkam maizena ke dalam air. Iris tipis bawang merah dan bawang putih.--Goreng basah (sebentar saja) tempe. Lalu angkat.--Tumis bawang merah dan bawang putih sampe harum. Masukan cabe. Masukan tempe.--Masukan bumbu halus ke larutan maizena. Aduk. Masukan ke tumisan tempe. Aduk sampe rata.--Tambah kecap secukupnya, hingga warna rata menjadi kecoklatan.--Test rasa. Done--"
Sambal Tempe Bosok,1/2 papan tempe semangit (tempe yang terlalu matang)--4 butir bawang merah--2 butir bawang putih--1 batang sereh--Kencur (sesuai selera)--Jahe (sesuai selera)--5 buah cabe (sesuai selera ya. Saya sukanya pedas)--secukupnya Garam--,"Potong2 tempe lalu kukus selama kurang lebih 30 menit.--Sambil tempe dikukus cuci bersih sereh, bawang, cabai, kencur, jahe.--Saat tempe matang, ulek tempe dan semua bumbu. Tambahkan garam.--Sambal tempe bosok siap dihidangkan. Paling cocok dinikmati dengan nasi kencur 😊😊 Selamat mencoba--"
Orek tempe+kacang+teri simple,2 genggam kacang tanah--1 buah tempe yg harga 4000--1 genggam ikan teri medan--2 buah bawang merah--1 siung bawang putih--3 buah cabe merah keriting--secukupnya Garam--Minyak untuk menggoreng--,"Potong tempe sebesar korek api dan beri garam secukupnya. Iris bawang merah,cabe dan bawang putih.--Goreng tempe,kacang tanah dan ikan teri hingga garing--Goreng bawang merah dan putih terlebih dahulu,setelah setengah masak masukkan cabe merah dan goreng hingga garing--Setelah semua matang tinggal dicampur ya bunda--Difoto cuma kelihatan kacangnya krna tempe sama ikan teri ketutupan.--Selamat mencoba bunda moga suka.--"
Oseng teri tempe cabe hijau,1 papan tempe (potong dadu kecil)--2 papan pete--3 buah cabe hijau besar (iris2 serong)--6 siung bawang putih (iris2 seperti biasa)--5 buah cabe merah (iris2 serong)--5 buah cabe rawit hijau (iris2 serong)--1 bulat bawang bombay--1 genggam kacang kapri (saya potong jadi 2)--1/4 teri asin yang sudah dicuci dan digoreng garing--4 sdm minyak goreng--Garam 1/2 sdt (secukupnya)--Gula 1sdt (secukupnya)--Sedikit air untuk menumis--secukupnya Bumbu penyedap ayam--Kecap manis 3 sdm atau secukupnya--secukupnya Lada--,"Tempe dipotong dadu kecil2 lalu digoreng hingga berubah warna kecoklatan. Angkat Lalu sisihkan di piring lain.--Goreng teri hingga garing. Hati2 jangan sampai gosong ya. Kalau sudah garing lalu angkat dan sisihkan ke piring yang lain juga.--Gunakan minyak goreng yang baru untuk menumis bawang bombay dan bawang putih--Jika bawang sudah agak kecoklatan warnanya,masukan cabe hijau,rawit hijau dan cabe merah..tumis hingga semua berbau wangi. Setelah itu masukan pete, kacang kapri. Tumis hingga agak layu sedikit tapi jangan terlalu layu..agar sayurnya masih terasa ada garing2nya jika dimakan.--Jika sudah agak layu lalu masukan tempe nya. Masukan garam,gula pasir,lada dan kecap manis. Tumis hingga bumbu rata. Lalu tambahkan sedikit air biar tidak terlalu kering tumisanya. Lalu masak dan diamkan sekitar 2 menit supaya airnya agak surut sedikit.--Terakhir masukan ikan terinya. Teri dimasukan terakhir agak ikan teri yg sudah digoreng garing tidak akan jadi melempem.--Sajikan bersama keluarga. Selamat menikmati :)--"
Tumis oseng2 tempe,"1/2 papan tempe pot. Dadu--Segenggam kacan tanah--I ons teri--10 bh bwg merah--4 bh bwg putih--2 sdm cabe giling tuk pewarnanya--3 bh cabe merah keriting--10 bh cabe rawit--3 lbr daun jeruk--kecap--Gula,garam--1/2 bh jeruk nipis (airnya)--","Goreng tempe,teri dan kacang tanah--Iris bwg merah,bwg putih,dan cabe-cabean. Cabenya sesuai selera ya bun--Tumis dgn secukup minyak bumbunya yg diiris tadi,tambahkan daun jeruk dan cabe giling sampe layu--Kemudian tambahkn kecap,airjeruk nipis,gula dan garam sesuai selera.. Tes rasa--Jika sudah pas,masukan tempe,teri dan kacang yg sudah digoreng tadi..aduk2,jadi deh..😍 ada pedas manisnya gitu😋--"
Orek tempe pedas manis,"1/2 papan tempe, potong kotak2--2 buah tahu kuning, potong kotak2--Minyak u. Menumis--1 buah gula merah, iris2--Garam--Bumbu penyedap (blh skip)--Bumbu halus :--3 bawang merah--2 bawang putih--2 Cabe merah uk. Besar--","Goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan--Tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam--Terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat--"
Tempe goreng sederhana,1/2 papan tempe--Secukupnya tepung terigu--1 batang daun bawang--Secukupnya garam--Secukupnya air--Secukupnya minyak goreng--,"Potong tempe sesuai selera, iris daun bawang. Sisihkan.--Siapkan tepung terigu di wadah lalu masukan garam dan daun bawang, beri air sedikit demi sedikit (jgn terlalu encer) Test rasa.--Masukan tempe satu persatu lalu aduk pelan.--Tuangkan minyak ke wajan lalu goreng tempe sampai warna kecoklatan. Tiriskan.--Tempe goreng siap disantap😍--"
Tumis Toge Tempe Kecap,1 papan Tempe--150 gr Tauge--2 siung Bawang Merah--2 siung Bawang Putih--3 cabe rawit/sesuai selera--sesuai selera kecap--Merica (Bisa Skip)--,"Cuci bersih tauge, buang buntutnya, sisihkan--Potong tempe sesuai selera lalu goreng, tiriskan--Geprek bawang putih iris, iris jg bawang merah dan cabe--Tumis bumbu sampe harum, masukkan tempe lalu kecap jika kecap dirasa sudah meresap masukkan tauge--Masukkan garam, gula sesuai selera, tes rasa. sajikan 🤗--"
Ayam Dan Tempe Goreng Serundeng,1 dada ayam--1/2 kelapa parut--2 tempe (potong agak tebal)--3 siung bawang putih (dihaluskan)--1 ruas jari kunyit (dihaluskan)--secukupnya Garam--secukupnya Penyedap royco--3 lembar daun salam--2 batang sereh--secukupnya Air masak--,"Setelah ayam dicuci bersih, didihkan air. Masukkan ayam, lalu tiriskan--Didihkan air kembali, setelah air sudah mendidih masukkan bumbu yang sudah di haluskan, daun salam, sereh.--Jika sudah tercium wangi, masukkan ayam aduk rata. Tunggu sampai 10-15 menit. Lalu masukkan tempe.--Setelah agak berkurang airnya, masukkan kelapa lalu aduk hingga rata sampai air mengering. Angkat dan sajikan.--Goreng dengan api sedang, nikmati dengan sambal tomat yang pedas. Resep bisa di lihat di upload resep sebelumnya.--Selamat mencoba Moms!--"
Tempe isi Sambel,1 kotak tempe--200 gr Tepung terigu--Bumbu harus untuk pelapis tempe--Garam dan 2 butir bawang (dihaluskan)--5 biji cabe rawit--2 butir bawang putih--3 butir bawang merah--2 lembar daun jeruk--secukupnya Garam--,"Iris tempe menjadi 10 bagian kotak belah sedikit tengahnya untuk memasukkan isi sambelnya. Taruh di wadah lalu bumbui dengan garam dan bawang yang sudah di haluskan.--Iris semua bumbu sambal(karna gag suka ngulek bun).. tempatkan jadi 1 diwadah setelah selesai teriiris aduk rata kasih sedikit garam.--Masukkan isi sambal kedalam belahan tempe tadi.--Masukkan kedalam adonan tepung terigu yang sudah di bumbui garam dan bawang yang telah dihaluskan.--Panaskan wajah yang sudah terisi minyak,,goreng hingga kekuningan. Angkat tiriskan.--Tempe isi siap di hidang kan,,bisa untuk lauk pauk ataupun sekedar di Cemil.. bagi yang suka pedes banget bisa di cocol sama saos pedes.. yummy 😋😋--"
Tumis Udang tempe kacang panjang,"1 potong tempe, potong Kecil2--6 ekor udang, buang kulit dan kepala lalu cuci bersih--3 buah kacang panjang, potong2--1 siung bawang putih, iris--1/2 siung bawang bombay, iris--1 bawang pring, potong 2--3 buah cabe rawit, iris--1/2 sdm saus tiram--1/2 sdm kecap manis--1/2 sdm saos tomat--Sedikit garam dan gula--Minyak untuk menggoreng--","Panaskan minyak di atas wajan--Goreng tempe, angkat--Masukkan bawang putih dan bawang bombay. Tumis hingga harum--Masukkan cabe rawit dan daun bawang--Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng--Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...--Angkat dan sajikan dg nasi hangat. Mantaaappp--"
Cireng isi tempe renyah,300 gr tepung tapioka (sy rose Brand)--1 sdt mucung garam--1 siung bawang putih--Sec Air mendidih--Sec daun bawang--Isian--7 potong Uk sedang tempe--1 siung bawang putih--1 siung bawang merah--10 buah cabe rawit--2 sdt gula pasir--1 sdt garam--,"Isian : Potong dadu tempe, goreng setengah matang. Angkat tiriskan--Goreng bawang dan cabe setengah matang. Angkat dan tiriskan--Siapkan cobek, haluskan tempe, bawang dan cabe, masukan gula garam. Cicipi. Jika kurang pedas tambahkan cabe rawit. Karna jika sudah di goreng rasanya akan berkurang--Adonan cireng : Siapkan wadah besar. Masukan tepung tapioka, garam, bawang putih halus, aduk. Lalu masukan air mendidih sedikit demi sedikit. Aduk. Jangan sampe kalis. Tp masih menggumpal--Tambahan irisan daun bawang, aduk--Ambil 1 sendok adonan, pipihkan lalu masukan 1/2 sdm Isian tempe. Jika lengket di tangan taburkan tepung tapioka / terigu. Lipat menjadi setengah lingkaran. Saya suka Isian yg banyak. Lakukan sampai adonan habis--Pada saat akan menyimpan agar tidak menempel satu sama lain. Taburkan tepung tapioka / terigu--Goreng sampai matang/kecoklatan. Sisanya bisa disimpan di kulkas--Ga pake cocol an saus jg enak--"
Tumis tempe kacang panjang,"5 buah kacang panjang, potong-potong--1 papan tempe ukuran kecil potong korek--2 lembar daun salam--1 ruas jari lengkuas, geprek--3 buah cabe merah keriting, iris serong--4 buah bawang merah, iris tipis--2 buah bawang putih, iris tipis--1 buah tomat, potong jadi 8 bagian--1 sdm saos tiram--Secukupnya kecap--Secukupnya gula, garam--Secukupnya air dan minyak--","Goreng tempe hingga kuning keemasan, angkat, sisihkan.--Panaskan sedikit minyak, tumis cabe merah, bawang merah, bawang putih dan daun salam, tumis hingga wangi. Masukan kacang panjang, tumis hingga layu lalu tambahkan sedikit air.--Tambahkan bumbu-bumbu, saos tiram, kecap, gula, garam lalu aduk rata. Masukan tomat, tempe yang telah digoreng, aduk rata, tes rasa. Jika sudah pas, tunggu hingga matang dan air menyusut. Angkat, sajikan.--"
Terik tahu tempe labu siam jipang,100 gr daging sapi sambelan--1 buah labu siam jipang potong2--1 papan tempe potong2--5 buah tahu--2 lembar daun salam--secukupnya Bawang goreng--2 mangkok santan--1 liter air--Bumbu halus:--4 siung bawang putih--4 siung bawang merah--Garam.gula--1/2 sdm merica--secukupnya Laos.jahe.kunyit--1/4 butir pala--,Rebus daging dgn air sampe empuk.sambil menunggu empuk.masukkan tmpe tahu jipang dan bumbu halus biar meresap--Tambahkan daun salam dan santan.rebus mendidih.icip2 rasanya.tambahkn bawang goreng--Happy cooking moms--
Tumis kacang tempe icha,10 kacang panjang ukuran sedang--1 papan tempe--9 siung bawang merah--3 siung bawang putih--5 cabe rawit hijau--1 butir kemiri--5 sendok makan kecap--100 ml air (setengah gelas belimbing)--1 bh tomat ukuran kecil--5 cabe merah keriting--1 sendok teh garam--Secukupnya penyedap rasa (masako ayam)--1/4 kg Minyak goreng--,"Potong dan cuci bersih kacang panjang sesuai selera--Potong sesuai selera tempe--Cuci bersih dan kupas bumbu, kemudian ulek sisakan 5 cabai untuk diiris dan tomat untuk diiris--Panaskan minyak, tumis tempe tidak terlalu kering ya warna kecoklatan ajah--Angkat tempe, minyak di parohkan, untuk menumis bumbu tumis bumbu tambahkan garam dan penyedap rasa, setelah bumbu harum masukan air dan tambahkan kecap--Tunggu sampai menggolak masukan kacang panjang tunggu sampai layu setelah layu tambahkan tempe aduk2--Masukan irisan tomat dan cabai tunggu 2 menit. Koreksi rasa jika sudah pas selesaii--Tumis kacang tempe siap dihidangkan--"
